customer_id,age,gender,marital_status,education_level,dependent_count,occupation_type,annual_income,income_band,income_category,city_tier,region,customer_segment,tenure_months,onboarding_channel,relationship_type,number_of_products,primary_account_type,card_category,customer_lifetime_value,loyalty_program_member,referral_count,last_contacted_days,relationship_manager_assigned,avg_monthly_balance,current_balance,balance_decline_percentage,monthly_transaction_count,monthly_transaction_value,cash_withdrawal_count,upi_transaction_count,debit_card_transaction_count,net_banking_transaction_count,account_inactive_days,total_trans_amt,total_trans_count,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_open_to_buy,total_revolving_bal,savings_account_flag,current_account_flag,credit_card_flag,personal_loan_flag,home_loan_flag,auto_loan_flag,fixed_deposit_flag,investment_product_flag,insurance_product_flag,demat_account_flag,credit_card_limit,credit_card_spend,credit_utilization_ratio,minimum_due_paid_flag,late_credit_card_payment_count,loan_outstanding_amount,emi_amount,emi_payment_delay_count,loan_default_risk_score,prepayment_flag,mobile_app_login_count,website_login_count,digital_transaction_ratio,last_login_days,failed_login_count,app_rating_given,paperless_statement_enabled,digital_service_usage_score,mobile_banking_active_flag,email_open_rate,total_complaints,complaint_resolution_time,unresolved_complaint_count,branch_visit_count,call_center_interaction_count,relationship_manager_interaction_count,service_request_count,escalation_count,satisfaction_score,nps_score,campaign_received_count,campaign_response_count,cross_sell_offer_count,upsell_offer_count,retention_offer_received,retention_offer_accepted,last_campaign_response_days,discount_or_fee_waiver_received,competitor_bank_offer_awareness,customer_feedback_sentiment,monthly_income_estimate,credit_utilization_3m_avg,credit_utilization_6m_avg,avg_quarterly_balance,total_digital_logins,debt_to_income_ratio,digital_engagement_index,churn_probability,risk_level,retention_strategy
134259,42,Female,Married,High School,4,Self-Employed,37956,Lower-Middle,Less than $40K,Tier 1,South,Mass,32,Mobile App,Multi-Product,6,Savings,Blue,3533.7,0,0,115,0,1708.0,2292.0,14.23,3,235.5,0,13,11,6,117,2826,39,0.862,0.625,3454.0,0,0,0,1,0,1,0,1,0,0,0,3454,1388.0,0.0,0,3,24662.0,883.0,2,83.4,0,12,11,1.0,56,0,,1,65.2,1,0.365,3,14,2,1,3,0,2,1,2.7,20,6,0,0,1,0,0,34,0,Low,Negative,3730,0.01,0.049,5112.0,23,0.2792,62.1,0.9973551,HIGH,Priority complaint resolution | Cashback and rewards offer | Relationship manager intervention
138647,46,Female,Single,High School,3,Salaried,18553,Low,Less than $40K,Tier 1,West,Affluent,39,Mobile App,Lending,1,Salary,Silver,2951.94,0,0,34,0,9583.0,9715.0,25.14,2,78.0,1,15,8,9,8,936,25,0.686,0.25,11130.0,1962,1,0,1,1,0,0,1,0,0,0,13092,606.0,0.15,0,0,65999.0,2129.0,3,56.3,0,13,9,0.97,28,2,,1,63.9,1,0.369,2,3,0,2,4,0,1,0,2.8,29,7,0,2,2,0,0,41,0,High,Negative,1283,0.174,0.231,30159.0,22,1.377,56.9,0.9887566,HIGH,Financial advisory support | Cashback and rewards offer
133831,51,Female,Married,Graduate,1,Salaried,25436,Low,Less than $40K,Tier 2,South,Mass,45,Mobile App,Investment,6,Savings,Silver,4224.33,1,0,5,0,3785.0,2672.0,7.99,3,160.58,3,17,12,3,115,1927,44,0.411,0.63,12418.0,781,1,0,1,1,0,0,0,0,0,0,13199,1000.0,0.059,1,0,84981.0,2885.0,0,35.0,0,11,6,0.914,4,4,,0,50.9,1,0.235,2,18,0,0,3,0,8,0,3.3,64,5,0,0,0,0,0,293,0,High,Negative,2022,0.092,0.222,10918.0,17,1.3611,42.3,0.9933935,HIGH,Digital engagement campaign | Cashback and rewards offer
133480,39,Female,Unknown,Unknown,2,Business Owner,60928,Middle,$40K - $60K,Tier 1,East,Affluent,28,Branch,Multi-Product,1,Salary,Blue,7526.39,1,0,40,1,3001.0,2842.0,18.13,4,216.33,8,13,5,5,81,2596,48,0.714,0.846,4363.0,0,1,1,1,0,1,1,0,0,0,0,4363,1917.0,0.0,0,2,18726.0,446.0,1,61.4,0,12,2,0.742,108,1,4.1,1,54.0,1,0.647,1,2,0,3,3,0,3,0,3.1,-2,2,0,3,1,0,0,152,0,Medium,Positive,6675,0.0,0.0,8503.0,14,0.0878,51.9,0.96598,HIGH,Digital engagement campaign | Cashback and rewards offer
140967,41,Male,Unknown,Post-Graduate,3,Salaried,116549,Upper-Middle,$80K - $120K,Tier 1,Central,HNI,33,Branch,Lending,3,Savings,Blue,12086.36,0,0,161,1,1891.0,2440.0,25.87,3,191.83,1,13,5,4,89,2302,42,0.648,0.5,7591.0,0,1,0,1,0,1,0,0,1,1,1,7591,1123.0,0.0,0,1,31626.0,1362.0,0,16.1,0,12,5,0.957,4,1,2.5,0,47.2,1,0.255,1,1,0,2,3,0,7,0,3.0,-18,3,0,2,1,0,0,115,1,High,Negative,12726,0.0,0.104,5796.0,17,0.1402,48.6,0.9996978,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
135691,45,Female,Married,High School,3,Self-Employed,54747,Middle,$40K - $60K,Tier 1,East,Affluent,30,DSA,Multi-Product,5,Salary,Blue,4649.97,0,0,49,1,7067.0,6766.0,7.6,2,87.0,2,12,8,4,61,1044,28,0.912,0.273,12355.0,0,1,0,1,0,0,0,0,1,1,1,12355,505.0,0.0,0,3,0.0,0.0,0,45.9,0,14,8,0.923,52,1,,0,50.6,1,0.521,4,8,1,4,2,1,4,1,2.4,35,3,0,4,0,1,0,81,0,Medium,Negative,5186,0.0,0.0,21469.0,22,0.0,39.5,0.99857926,HIGH,Cashback and rewards offer | Relationship manager intervention
136475,43,Male,Single,High School,2,Salaried,147032,High,$120K +,Tier 2,West,Mass,30,Branch,Investment,1,Salary,Blue,11247.31,0,0,68,0,1098.0,1423.0,25.23,4,411.25,8,12,7,3,69,4935,58,1.028,0.487,8379.0,2517,1,1,1,0,1,0,0,1,0,1,10896,2783.0,0.231,0,2,112708.0,5115.0,6,60.1,0,10,4,0.733,33,0,,0,44.4,1,0.152,3,1,1,1,2,0,4,0,3.8,7,1,0,2,0,1,1,295,0,High,Negative,12396,0.215,0.262,3431.0,14,0.4175,31.2,0.99797016,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
136459,44,Female,Single,Graduate,2,Retired,35022,Lower-Middle,Less than $40K,Tier 2,West,Mass,39,Branch,Premium,6,Savings,Blue,4594.71,0,0,146,0,6970.0,6310.0,-4.61,3,230.92,4,10,9,5,90,2771,36,0.735,0.5,1791.0,0,1,0,1,0,0,0,0,0,0,0,1791,1610.0,0.0,1,3,0.0,0.0,0,15.7,0,20,3,0.857,78,2,,1,62.8,1,0.223,2,11,1,2,3,0,4,0,3.9,13,1,0,4,1,1,0,24,1,Medium,Negative,3287,0.0,0.091,22278.0,23,0.0,61.2,0.9979241,HIGH,Cashback and rewards offer
138691,33,Male,Single,Graduate,1,Salaried,69264,Middle,$60K - $80K,Tier 1,East,HNI,36,Branch,Investment,4,Savings,Blue,7167.45,1,1,70,1,4029.0,5491.0,22.0,3,187.83,3,11,6,6,95,2254,45,0.737,0.406,1094.0,725,1,1,1,0,1,0,0,1,0,0,1819,1102.0,0.399,0,0,30001.0,921.0,2,10.7,0,12,8,0.885,66,1,,1,57.2,1,0.139,3,26,2,1,2,0,4,0,2.1,35,5,0,3,1,0,0,217,0,High,Positive,5650,0.416,0.264,12506.0,20,0.1596,56.2,0.9987619,HIGH,Priority complaint resolution | Financial advisory support | Cashback and rewards offer
136328,43,Male,Single,High School,3,Homemaker,81357,Upper-Middle,$60K - $80K,Tier 1,West,HNI,38,Online,Multi-Product,2,Savings,Blue,9952.85,1,0,12,1,4948.0,3676.0,1.01,3,177.42,3,11,9,9,113,2129,42,0.705,0.355,12254.0,0,1,1,1,0,0,0,1,1,0,0,12254,1395.0,0.0,0,3,0.0,0.0,0,39.9,0,12,8,0.906,51,3,3.8,1,62.5,1,0.017,4,9,0,0,2,0,1,1,2.3,38,3,0,1,2,0,0,242,1,High,Negative,8997,0.028,0.038,15003.0,20,0.0,59.2,0.9985002,HIGH,Cashback and rewards offer | Relationship manager intervention
136864,43,Female,Divorced,Uneducated,4,Student,18000,Low,Less than $40K,Tier 1,Central,Mass,33,Online,Multi-Product,6,Savings,Blue,2203.53,0,0,191,0,3425.0,4333.0,1.34,3,197.58,2,14,7,4,107,2371,45,0.601,0.5,1706.0,0,0,1,1,0,0,1,1,0,1,0,1706,1499.0,0.0,1,3,12683.0,584.0,0,87.7,0,14,8,0.926,65,1,,0,48.8,1,0.074,3,11,0,1,1,0,2,0,5.0,72,5,0,5,1,0,0,54,0,High,Negative,1000,0.009,0.073,9888.0,22,0.3893,42.1,0.99757344,HIGH,Cashback and rewards offer
134888,46,Male,Married,College,3,Business Owner,65375,Middle,$60K - $80K,Tier 3,South,Affluent,39,Online,Savings Only,3,Savings,Blue,6356.04,0,0,16,1,8157.0,7043.0,6.92,7,711.17,5,7,4,3,101,8534,86,0.832,0.83,11437.0,1907,1,0,1,0,1,0,0,0,1,0,13344,6178.0,0.143,1,2,114559.0,4056.0,3,23.1,0,9,9,0.737,26,0,,1,50.0,1,0.12,4,2,1,1,2,0,6,1,3.8,2,4,0,4,0,1,0,42,0,Low,Negative,4722,0.163,0.247,26056.0,18,0.7445,44.6,0.948359,HIGH,Digital engagement campaign | Cashback and rewards offer | Relationship manager intervention
138753,43,Female,Single,Uneducated,1,Student,21800,Low,Less than $40K,Tier 2,West,Mass,36,Branch,Lending,1,Salary,Blue,1253.55,0,0,21,0,2058.0,2544.0,14.65,4,189.92,0,10,3,7,110,2279,50,0.758,0.724,1818.0,0,1,0,1,0,0,0,0,1,0,0,1818,1231.0,0.0,0,1,0.0,0.0,0,46.2,0,8,8,1.0,70,1,,1,57.7,1,0.099,1,31,0,1,2,0,3,0,3.8,54,3,0,3,3,1,0,16,0,High,Neutral,1614,0.003,0.024,5780.0,16,0.0,57.6,0.9993938,HIGH,Digital engagement campaign | Cashback and rewards offer
137653,52,Male,Married,Uneducated,3,Business Owner,103707,Upper-Middle,$80K - $120K,Tier 1,North,HNI,44,Online,Lending,3,Savings,Blue,20757.58,0,0,175,1,3441.0,4046.0,3.07,3,218.58,5,9,8,9,118,2623,39,0.797,0.393,11606.0,0,1,0,1,1,0,1,1,1,1,1,11606,2084.0,0.0,0,1,60916.0,1337.0,3,46.4,0,17,8,0.839,23,3,4.0,0,48.7,1,0.209,1,24,0,3,3,1,2,0,3.3,81,4,0,2,1,1,0,50,1,Medium,Neutral,9726,0.113,0.0,9705.0,25,0.1547,44.0,0.97494626,HIGH,Cashback and rewards offer
138320,64,Female,Single,Graduate,0,Self-Employed,20746,Low,Less than $40K,Tier 2,Central,Mass,36,DSA,Lending,1,Savings,Blue,3387.74,0,0,120,0,7293.0,6895.0,26.3,3,150.92,2,13,10,6,104,1811,39,0.75,0.5,1682.0,0,1,0,1,0,0,0,0,0,0,0,1682,1179.0,0.0,0,2,0.0,0.0,0,20.0,0,10,7,0.935,26,1,,1,58.8,1,0.089,3,6,1,3,4,0,3,0,5.0,4,5,0,0,0,0,0,365,0,Medium,Neutral,1503,0.005,0.0,21513.0,17,0.0,51.1,0.9975563,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
138708,51,Female,Married,Unknown,2,Retired,38025,Lower-Middle,Less than $40K,Tier 2,South,Affluent,36,Online,Multi-Product,1,NRE/NRO,Blue,3101.33,0,1,6,0,2771.0,3353.0,2.82,3,239.33,5,20,12,8,85,2872,45,0.875,0.5,2114.0,0,1,0,1,1,0,0,1,0,1,0,2114,1861.0,0.0,1,1,202010.0,7364.0,0,45.3,0,9,7,0.889,30,2,4.1,1,54.6,1,0.046,0,0,0,4,2,0,5,0,2.0,35,2,0,0,1,0,0,24,0,High,Negative,3741,0.0,0.031,8083.0,16,2.3239,55.0,0.93452066,HIGH,Digital engagement campaign | Cashback and rewards offer
138007,45,Female,Single,Unknown,4,Student,69601,Middle,Unknown,Tier 3,West,Mass,27,Mobile App,Savings Only,1,Savings,Gold,11364.33,0,0,39,0,5028.0,6242.0,-3.89,3,183.17,2,15,4,6,64,2198,42,0.331,0.355,34516.0,0,1,0,1,0,1,0,0,1,1,0,34516,1574.0,0.0,0,3,104255.0,3639.0,2,96.3,0,14,4,0.926,5,3,,0,51.8,1,0.128,2,1,0,3,3,0,0,0,3.0,65,6,0,2,0,1,0,118,0,High,Positive,6201,0.0,0.083,14765.0,18,0.6274,44.6,0.9932944,HIGH,Digital engagement campaign | Cashback and rewards offer
135059,51,Male,Single,Graduate,3,Self-Employed,93019,Upper-Middle,$80K - $120K,Tier 2,South,Mass,36,Referral,Lending,4,Savings,Gold,8343.72,0,1,178,0,4560.0,3805.0,22.35,5,717.83,2,16,3,6,94,8614,63,0.978,0.75,32315.0,2201,0,0,1,0,0,0,0,0,1,1,34516,4228.0,0.064,1,4,0.0,0.0,0,44.5,0,18,9,0.926,84,1,,1,59.2,1,0.439,4,1,0,1,3,0,1,0,3.8,-12,2,0,0,5,1,0,93,0,Medium,Negative,7530,0.093,0.133,13537.0,27,0.0,57.0,0.9941771,HIGH,Financial advisory support | Cashback and rewards offer
133391,51,Female,Married,Doctorate,2,Salaried,31147,Lower-Middle,Less than $40K,Tier 2,East,Mass,41,DSA,Multi-Product,2,Savings,Blue,6023.72,0,0,99,0,8394.0,7793.0,16.99,2,70.17,3,16,10,3,62,842,24,0.927,0.5,5714.0,916,0,1,1,0,1,1,0,0,0,1,6630,538.0,0.138,0,0,165131.0,4128.0,3,49.0,0,14,3,0.906,53,2,,0,51.7,1,0.07,0,0,0,1,3,0,1,0,3.4,-1,6,0,0,3,1,0,17,0,Medium,Negative,2743,0.143,0.098,23676.0,17,1.5904,36.0,0.9976845,HIGH,Digital engagement campaign | Cashback and rewards offer
136560,65,Male,Single,Unknown,2,Salaried,27184,Low,Less than $40K,Tier 2,North,Mass,36,Online,Multi-Product,4,Savings,Blue,1807.56,0,0,61,0,1693.0,1757.0,25.28,2,159.08,1,16,6,4,79,1909,28,0.619,0.474,437.0,2517,1,0,1,0,0,1,0,1,0,0,2954,1314.0,0.852,0,1,32802.0,1127.0,0,36.1,0,9,8,0.963,7,1,1.8,1,62.0,1,0.257,2,14,0,3,3,0,3,0,3.4,-24,5,0,2,4,1,0,152,0,High,Positive,2232,0.755,0.606,5060.0,17,0.4975,54.4,0.9983614,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
137601,43,Female,Single,Uneducated,4,Self-Employed,24721,Low,Less than $40K,Tier 1,East,Affluent,36,Referral,Premium,5,Savings,Blue,2109.42,0,0,66,0,4948.0,3685.0,27.03,3,203.08,3,10,8,8,113,2437,44,0.688,0.467,1408.0,1014,1,0,1,0,0,0,0,0,0,0,2422,1242.0,0.419,0,2,0.0,0.0,0,43.3,0,15,9,0.897,22,2,,1,61.0,1,0.131,0,0,0,1,2,0,2,0,2.4,-14,7,0,2,1,1,1,160,1,Low,Neutral,1939,0.42,0.25,14350.0,24,0.0,60.9,0.998679,HIGH,Financial advisory support | Cashback and rewards offer
133498,53,Female,Single,Unknown,2,Retired,18000,Low,Less than $40K,Tier 2,South,Mass,36,Referral,Lending,3,Savings,Blue,2657.77,1,1,34,0,2368.0,1762.0,25.72,3,201.92,5,14,7,4,110,2423,43,0.833,0.593,2164.0,411,0,1,1,0,0,0,0,1,0,0,2575,1414.0,0.16,1,1,0.0,0.0,0,30.3,0,8,7,0.833,23,1,1.9,1,56.5,1,0.266,2,14,0,4,4,0,4,0,2.1,45,3,0,0,1,1,0,62,0,Not Aware,Negative,1180,0.161,0.117,7373.0,15,0.0,49.3,0.9956442,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
133840,48,Male,Married,College,3,Student,105845,Upper-Middle,$80K - $120K,Tier 3,North,HNI,41,Branch,Multi-Product,2,Savings,Blue,15051.73,0,1,89,1,11064.0,15388.0,4.26,3,219.92,3,11,7,6,119,2639,46,0.869,0.643,913.0,2517,1,1,1,0,1,0,1,1,1,0,3430,1987.0,0.734,0,2,104181.0,4144.0,0,66.0,0,9,10,0.889,42,1,,0,47.8,1,0.387,1,1,0,1,3,1,5,0,3.3,53,5,0,2,3,0,0,1,0,High,Neutral,10198,0.772,0.68,33082.0,19,0.4698,38.3,0.975194,HIGH,Digital engagement campaign | Cashback and rewards offer
133919,40,Female,Single,Graduate,3,Self-Employed,34255,Lower-Middle,Less than $40K,Tier 3,East,Mass,30,Online,Multi-Product,4,Savings,Blue,6770.98,1,0,118,1,3355.0,2477.0,10.97,3,403.33,2,11,6,5,101,4840,44,0.262,0.375,3319.0,0,1,0,1,0,1,0,0,1,0,1,3319,2646.0,0.0,0,1,67197.0,2367.0,3,40.7,0,14,6,0.917,25,1,,0,51.4,1,0.051,4,1,2,2,2,1,2,0,2.4,74,3,0,7,0,1,0,65,1,Not Aware,Negative,3176,0.008,0.065,9844.0,20,0.8292,40.9,0.99939466,HIGH,Priority complaint resolution | Cashback and rewards offer
139423,45,Female,Single,Unknown,4,Self-Employed,26225,Low,Less than $40K,Tier 3,North,Mass,40,Referral,Lending,5,Current,Blue,1896.1,0,1,30,0,14160.0,18409.0,26.09,3,183.92,3,10,5,5,148,2207,41,0.605,0.64,1438.3,0,0,0,1,0,0,1,0,0,1,0,1438,1510.0,0.0,0,3,21158.0,691.0,3,50.4,0,11,6,0.87,37,1,3.1,0,46.2,1,0.183,1,5,0,2,3,0,4,0,3.0,-12,6,0,7,1,0,0,88,0,High,Negative,2116,0.0,0.108,44100.0,17,0.3162,37.1,0.99890256,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
136316,44,Male,Single,Graduate,4,Self-Employed,95911,Upper-Middle,$80K - $120K,Tier 3,Central,HNI,36,Referral,Multi-Product,4,Current,Blue,17357.12,0,0,14,1,16860.0,12812.0,9.27,4,187.42,3,13,4,6,74,2249,51,0.522,0.594,10834.0,0,1,0,1,0,1,0,0,0,0,1,10834,1653.0,0.0,0,5,64755.0,1947.0,3,86.9,0,6,5,0.885,36,2,,0,39.3,1,0.485,1,1,0,1,2,1,3,0,1.8,-13,3,0,2,3,1,0,21,1,High,Negative,8098,0.0,0.129,51476.0,11,0.2436,36.8,0.9887939,HIGH,Digital engagement campaign | Cashback and rewards offer
135456,35,Male,Married,Doctorate,3,Self-Employed,88588,Upper-Middle,$80K - $120K,Tier 3,East,Mass,30,Online,Multi-Product,5,Salary,Blue,14892.53,1,0,79,1,6902.0,8707.0,2.48,4,178.08,1,12,7,2,113,2137,52,0.728,0.486,12062.0,1528,1,1,1,0,1,0,0,0,1,1,13590,914.0,0.112,1,2,58868.0,1726.0,2,29.6,0,16,7,0.955,44,2,,1,64.5,1,0.378,3,35,1,3,4,3,4,0,3.5,20,7,0,3,2,1,1,212,0,Medium,Negative,6701,0.163,0.214,20501.0,23,0.2338,54.7,0.98593116,HIGH,Cashback and rewards offer
140166,46,Male,Single,Unknown,2,Self-Employed,90157,Upper-Middle,$80K - $120K,Tier 1,South,Mass,34,Mobile App,Savings Only,2,Current,Blue,16895.67,0,0,52,0,8984.0,10036.0,11.71,3,218.25,5,6,9,8,92,2619,41,0.838,0.519,7077.0,0,1,1,1,0,0,0,0,0,0,0,7077,1397.0,0.0,0,3,0.0,0.0,0,37.5,0,9,8,0.821,9,1,,1,56.2,1,0.054,2,24,1,0,3,0,2,0,1.6,54,4,0,1,0,0,0,169,0,Medium,Neutral,6989,0.044,0.036,26625.0,17,0.0,52.5,0.99742585,HIGH,Digital engagement campaign | Cashback and rewards offer
135188,45,Female,Unknown,Graduate,4,Self-Employed,32215,Lower-Middle,Less than $40K,Tier 2,North,Mass,33,Mobile App,Investment,1,Savings,Blue,6161.13,0,0,163,0,8202.0,6154.0,21.01,3,194.58,2,8,4,7,110,2335,41,0.739,0.708,645.0,1103,1,1,1,0,0,0,0,1,0,0,1748,1684.0,0.631,1,2,0.0,0.0,0,51.3,0,13,4,0.905,4,3,3.0,0,50.4,1,0.025,4,19,0,1,2,0,2,1,3.6,5,3,0,5,2,1,0,241,0,Medium,Negative,2888,0.527,0.625,23576.0,17,0.0,42.3,0.99944264,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer | Relationship manager intervention
140202,56,Female,Single,Uneducated,2,Salaried,37947,Lower-Middle,Less than $40K,Tier 1,North,Mass,36,Branch,Investment,1,Current,Blue,3092.22,0,0,122,0,5415.0,6280.0,19.28,3,162.83,2,5,6,6,108,1954,45,0.528,0.5,1483.0,400,0,1,1,0,0,0,0,1,0,0,1883,848.0,0.212,0,3,0.0,0.0,0,26.4,0,20,9,0.895,9,3,,0,52.4,1,0.577,3,6,1,2,5,0,2,0,1.0,52,3,0,3,2,0,0,365,1,High,Negative,3728,0.222,0.288,16035.0,29,0.0,45.0,0.9990839,HIGH,Cashback and rewards offer
138429,47,Female,Single,Unknown,3,Salaried,26636,Low,Less than $40K,Tier 3,West,Mass,35,DSA,Multi-Product,1,Savings,Blue,3687.92,1,0,93,0,5944.0,8086.0,28.47,3,157.25,2,10,9,5,102,1887,36,0.621,0.333,5398.0,0,1,0,1,0,0,0,0,0,0,0,5398,1250.0,0.0,0,5,0.0,0.0,0,80.1,0,14,11,0.923,45,2,3.9,1,58.1,1,0.102,5,32,2,1,3,0,4,0,3.0,40,2,0,5,0,1,0,20,0,High,Positive,2165,0.0,0.123,17414.0,25,0.0,59.7,0.9991947,HIGH,Priority complaint resolution | Financial advisory support | Cashback and rewards offer
135969,50,Female,Married,High School,3,Business Owner,36772,Lower-Middle,Less than $40K,Tier 2,South,Affluent,40,Branch,Multi-Product,6,Savings,Blue,6265.58,0,0,30,1,3967.0,4616.0,29.19,3,184.5,3,8,11,2,68,2214,46,0.618,0.484,1391.0,1506,1,0,1,0,0,0,0,1,1,0,2897,928.0,0.52,0,0,0.0,0.0,0,38.9,0,17,6,0.875,32,0,3.0,1,61.9,1,0.306,3,7,2,1,4,1,2,0,3.7,88,1,0,3,2,1,0,68,1,High,Negative,3548,0.401,0.479,11624.0,23,0.0,60.6,0.9981135,HIGH,Priority complaint resolution | Financial advisory support | Cashback and rewards offer
138360,45,Male,Single,Graduate,4,Homemaker,33997,Lower-Middle,Less than $40K,Tier 1,South,Mass,36,Mobile App,Investment,5,Salary,Blue,3143.8,0,0,31,0,5937.0,6672.0,17.24,2,104.42,2,11,11,10,62,1253,29,0.301,0.318,378.3,1060,0,0,1,0,1,0,0,0,1,0,1438,768.0,0.737,1,3,103952.0,4167.0,2,95.1,0,10,9,0.941,38,0,2.9,0,48.1,1,0.342,2,15,1,3,3,0,3,0,2.0,-5,1,0,6,0,1,0,17,1,Medium,Negative,3139,0.761,0.668,17696.0,19,1.4708,40.1,0.99730814,HIGH,Digital engagement campaign | Cashback and rewards offer
135930,43,Male,Single,Graduate,3,Salaried,47500,Lower-Middle,$40K - $60K,Tier 2,North,Mass,35,DSA,Savings Only,5,Current,Blue,3937.45,0,0,76,0,2962.0,3653.0,13.97,4,405.5,2,8,8,7,95,4866,56,0.975,0.647,5293.0,787,1,0,1,0,0,0,0,0,0,1,6080,3738.0,0.129,1,3,0.0,0.0,0,48.1,0,14,3,0.92,9,4,3.8,0,47.3,1,0.365,1,4,0,0,2,0,1,0,2.0,55,2,0,4,4,0,0,122,0,Medium,Neutral,3673,0.113,0.104,8558.0,17,0.0,39.3,0.9818009,HIGH,Digital engagement campaign | Cashback and rewards offer
135441,34,Male,Single,Unknown,1,Student,93069,Upper-Middle,$80K - $120K,Tier 2,East,Affluent,22,Mobile App,Savings Only,1,Current,Blue,5624.92,0,0,49,1,2864.0,3130.0,19.97,4,326.83,4,18,4,6,62,3922,51,0.175,0.645,2298.0,1413,1,1,1,0,0,1,0,0,0,0,3711,2086.0,0.381,0,2,9952.0,458.0,6,35.4,0,13,7,0.875,37,1,3.0,0,47.2,1,0.293,2,4,1,1,2,1,1,0,2.7,11,5,0,0,0,1,0,24,1,Medium,Negative,7540,0.331,0.399,9084.0,20,0.0591,33.5,0.9978947,HIGH,Cashback and rewards offer
138236,54,Male,Married,Uneducated,2,Homemaker,69663,Middle,$60K - $80K,Tier 3,North,Affluent,35,DSA,Savings Only,4,Current,Blue,6979.14,0,0,15,1,8902.0,8061.0,12.95,4,229.17,2,7,5,4,94,2750,51,0.884,0.594,1807.0,382,1,0,1,0,1,1,0,1,1,0,2189,2042.0,0.175,1,1,36735.0,1820.0,2,35.8,0,12,8,0.889,22,1,,0,51.4,1,0.213,3,2,0,0,4,1,2,0,3.0,-8,4,0,3,1,0,0,19,1,High,Neutral,5749,0.24,0.173,27444.0,20,0.3135,29.5,0.9962747,HIGH,Cashback and rewards offer
139457,48,Female,Married,College,4,Salaried,26652,Low,Less than $40K,Tier 1,South,Mass,37,Branch,Lending,3,Savings,Blue,2896.74,0,0,171,0,11780.0,9722.0,-3.99,3,191.42,2,12,6,5,61,2297,44,0.657,0.63,1745.0,0,1,0,1,0,0,0,0,0,0,0,1745,1690.0,0.0,0,2,0.0,0.0,0,16.8,0,11,9,0.92,5,1,,0,47.0,1,0.241,4,6,0,2,3,0,5,1,3.8,-37,4,0,3,0,0,0,59,0,High,Negative,2167,0.062,0.026,32251.0,20,0.0,39.4,0.9985226,HIGH,Cashback and rewards offer | Relationship manager intervention
140032,43,Male,Married,Unknown,2,Homemaker,63169,Middle,$60K - $80K,Tier 2,South,HNI,33,Mobile App,Multi-Product,1,Savings,Gold,8388.43,1,0,151,0,1000.0,728.0,2.45,4,400.42,1,12,7,5,95,4805,54,1.047,0.588,33431.0,1085,1,0,1,0,0,0,1,1,1,1,34516,2522.0,0.031,1,2,0.0,0.0,0,21.8,0,15,7,0.96,5,1,,1,61.6,1,0.116,2,2,1,2,2,0,1,0,3.2,31,2,0,1,0,0,0,43,0,Medium,Negative,4228,0.002,0.063,3027.0,22,0.0,58.2,0.9904096,HIGH,Cashback and rewards offer
136875,30,Female,Married,Graduate,1,Retired,72081,Middle,Unknown,Tier 3,North,Affluent,18,Online,Savings Only,4,Salary,Blue,2518.0,0,0,32,1,2352.0,2289.0,-1.35,6,729.92,3,12,9,5,56,8759,74,0.941,0.609,1860.0,2517,1,1,1,0,0,0,0,0,1,0,4377,4363.0,0.575,0,2,0.0,0.0,0,57.0,0,16,9,0.897,5,1,,1,61.1,1,0.281,1,12,0,2,4,1,1,0,4.2,20,4,0,2,2,1,0,72,0,High,Negative,6529,0.536,0.474,7031.0,25,0.0,61.1,0.98580533,HIGH,Cashback and rewards offer
137948,53,Male,Single,Unknown,2,Salaried,75842,Middle,$60K - $80K,Tier 2,South,Affluent,43,Online,Savings Only,2,Current,Blue,12209.52,1,0,51,1,8245.0,7350.0,18.09,6,740.25,5,5,2,4,78,8883,83,0.797,0.729,5905.0,0,1,0,1,0,1,0,1,1,0,0,5905,5188.0,0.0,0,3,18948.0,547.0,2,7.6,0,13,6,0.688,44,1,,1,49.6,1,0.456,1,1,0,0,3,2,1,0,2.8,16,6,0,5,3,0,0,155,0,Medium,Neutral,7384,0.029,0.046,25438.0,19,0.0865,49.7,0.9756826,HIGH,Digital engagement campaign | Cashback and rewards offer
133319,36,Female,Married,College,3,Business Owner,48854,Lower-Middle,Less than $40K,Tier 1,South,Mass,36,DSA,Lending,2,Current,Blue,6072.63,1,0,166,0,5421.0,5206.0,9.52,4,171.67,3,13,4,9,67,2060,52,0.319,0.529,1707.0,0,1,0,1,0,0,0,0,1,0,0,1707,1207.0,0.0,0,0,0.0,0.0,0,45.8,0,15,4,0.897,82,2,4.5,1,60.1,1,0.369,1,6,0,0,2,0,3,0,3.2,-27,4,0,2,0,0,0,238,0,High,Negative,5599,0.0,0.062,16520.0,19,0.0,54.0,0.9990243,HIGH,Digital engagement campaign | Cashback and rewards offer
